name,tel,fax,email,web,url,address,nature_of_business,executive_tel,executive_email,executive_name
POLYONE SINGAPORE PTE LTD ,(65) 6861 9325,(65) 6861 9327,None,None,http://www.chemicalcluster.com.sg/company-detail/polyone-singapore-pte-ltd,"22 Tuas West Road,  Singapore 638380",,,,
POLYSIN PLASTIC TRADING CO ,(65) 6362 7053,None,None,None,http://www.chemicalcluster.com.sg/company-detail/polysin-plastic-trading-co,"Block 14  Marsiling Industrial Estate Road 1 , #01-25,  Singapore 739278",,,,
POLYTEK ENGINEERING (S) PTE LTD ,(65) 6264 6629,(65) 6264 6632,polytek-eng.sales@wearnes.com,None,http://www.chemicalcluster.com.sg/company-detail/polytek-engineering-s-pte-ltd,"2 Jalan Pesawat,  Singapore 619358",,,,
POLYXYLENOL SINGAPORE PTE LTD ,(65) 6663 0723,(65) 6316 7790,None,None,http://www.chemicalcluster.com.sg/company-detail/polyxylenol-singapore-pte-ltd,"20 Sakra Road , Jurong Island Singapore 627889",,,,
PORITE SINGAPORE PTE LTD ,(65) 6264 2323,(65) 6264 4536,None,None,http://www.chemicalcluster.com.sg/company-detail/porite-singapore-pte-ltd,"18 Third Chin Bee Road,  Singapore 618692",,,,
POWER INSTRUMENTS PTE LTD,(65) 6288 1183,(65) 6280 9923,sales@powerinstruments.com.sg,www.powerinstruments.com.sg ,http://www.chemicalcluster.com.sg/company-detail/power-instruments-pte-ltd,"40 Toh Guan Road East , #01-62 , Enterprise Hub Singapore 608582",,,,
POWER MAX ENGINEERING WORKS ,(65) 9452 5909,(65) 6638 9370,max.powerengrg@yahoo.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/power-max-engineering-works,"Block 238  Bukit Batok East Avenue 5 , #08-209,  Singapore 650238",,,,
POWERGAS LTD,(65) 6823 8888,(65) 6823 8699,pgasadmin@spower.com.sg,www.singaporepower.com.sg ,http://www.chemicalcluster.com.sg/company-detail/powergas-ltd,"111 Somerset Road , #10-05 , Singapore Power Building Singapore 238164",,,,
POWERTECH TECHNOLOGY (SINGAPORE) PTE LTD ,(65) 6412 8181,(65) 6412 8111,None,www.nepes.com.sg,http://www.chemicalcluster.com.sg/company-detail/powertech-technology-singapore-pte-ltd,12 Ang Mo Kio St 56  Singapore 569060,,,,
POWERWARE PTE LTD ,(65) 6482 4688,(65) 6481 7918,None,None,http://www.chemicalcluster.com.sg/company-detail/powerware-pte-ltd,"70 Gerald Drive ,  Singapore 548502",,,,
PPE DISTRIBUTION (S) PTE LTD ,(65) 6784 8057,(65) 6587 7158,None,None,http://www.chemicalcluster.com.sg/company-detail/ppe-distribution-s-pte-ltd,"Block 9004  Tampines Street 93 , #03-124,  Singapore 528838",,,,
PPG COATINGS (SINGAPORE) PTE LTD ,(65) 6267 5818,(65) 6262 3626,sigma.singapore@sigmakalon.com,None,http://www.chemicalcluster.com.sg/company-detail/ppg-coatings-singapore-pte-ltd,"7 Kwong Min Road,  Singapore 628710",,,,
PPG INDUSTRIES (SINGAPORE) PTE LTD,(65) 6752 2383,(65) 6752 7379,gong@ppg.com,www.ppg.com,http://www.chemicalcluster.com.sg/company-detail/ppg-industries-singapore-pte-ltd,"16 Sungei Kadut Way,  Singapore 728793",,,,
PPL SHIPYARD PTE LTD,(65) 6265 0477,(65) 6265 7904,personnel@ppl.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/ppl-shipyard-pte-ltd,"21 Pandan Road,  Singapore 609273",,,,
PLANT SERVICES INTERNATIONAL PTE LTD ,(65) 6897 9028,(65) 6897 9026,None,None,http://www.chemicalcluster.com.sg/company-detail/plant-services-international-pte-ltd,"21 Gul Road,  Singapore 629355",,,,
PLANT WERX PTE LTD,(65) 6316 6560,(65) 6561 2210,ferlyn.poh@plantwerx.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/plant-werx-pte-ltd,"51 Bukit Batok Crescent , #07-16 , Unity Centre Singapore 658077",,,,
PLUROTECH INTERNATIONAL PTE LTD ,(65) 6274 7890,(65) 6272 1528,None,None,http://www.chemicalcluster.com.sg/company-detail/plurotech-international-pte-ltd,"16 Kian Teck Way,  Singapore 628749",,,,
PM & I PTE LTD,(65) 6741 5302,(65) 6841 4906,pmipteltd@yahoo.com,None,http://www.chemicalcluster.com.sg/company-detail/pm-ve-i-pte-ltd,"416B  Geylang Road,  Singapore 389393",,,,
PM CONTROL SYSTEMS PTE LTD,(65) 6779 2822,None,None,None,http://www.chemicalcluster.com.sg/company-detail/pm-control-systems-pte-ltd,"8 Joo Koon Crescent,  Singapore 629011",,,,
PND HARDWARE & TRADING PTE LTD,(65) 6565 6233,(65) 6566 6298,None,None,http://www.chemicalcluster.com.sg/company-detail/pnd-hardware-ve-trading-pte-ltd,"322 Jalan Ahmad Ibrahim,  Singapore 629151",,,,
PNR ENGINEERING PTE LTD ,(65) 6742 8911,(65) 6742 8700,None,None,http://www.chemicalcluster.com.sg/company-detail/pnr-engineering-pte-ltd,"35 Tannery Road , #11-10 , Tannery Block Ruby Industrial Complex Singapore 347740",,,,
POH HENG CONSTRUCTION ENGRG PTE LTD ,(65) 6257 5531,(65) 6257 1031,None,None,http://www.chemicalcluster.com.sg/company-detail/poh-heng-construction-engrg-pte-ltd,"Block 11  Jalan Batu , #05-154,  Singapore 431011",,,,
POH KONG ENVIRONMENT SERVICES PTE LTD,(65) 6363 3938,(65) 6367 3938,None,None,http://www.chemicalcluster.com.sg/company-detail/poh-kong-environment-services-pte-ltd,"326 Woodlands Street 32, #12-113,  Singapore 730326",,,,
POH LIAN CONSTRUCTION PTE LTD ,(65) 6284 7622,(65) 6284 1353,None,www.pohlian.com.sg ,http://www.chemicalcluster.com.sg/company-detail/poh-lian-construction-pte-ltd,"103 Defu Lane 10 , #02-00 , BTH Building Singapore 539223",,,,
POH TIONG CHOON LOGISTICS LIMITED,(65) 6268 2522,(65) 6264 3394,None,www.ptclogistics.com.sg,http://www.chemicalcluster.com.sg/company-detail/poh-tiong-choon-logistics-limited,48 Pandan Road  Singapore 609289,,,,
POLY HI SOLIDUR S.E.ASIA PTE LTD,(65) 6874 7311,(65) 6874 7211,sales@polyhisolidur.com.sg,www.polyhisolidur.com,http://www.chemicalcluster.com.sg/company-detail/poly-hi-solidur-s-e-asia-pte-ltd,"15 West Coast Highway, #03-10 , Pasir Panjang Building Singapore 117861",,,,
POLYMEDIC TRADING ENTERPRISE PTE LTD ,(65) 6283 6826,(65) 6744 1648,None,None,http://www.chemicalcluster.com.sg/company-detail/polymedic-trading-enterprise-pte-ltd,"150 Kampong Ampat , #06-07 , KA Centre Singapore 368324",,,,
POLYMER COMPOSITES (ASIA) PTE LTD,(65) 6266 4705,(65) 6266 5188,pcasales@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/polymer-composites-asia-pte-ltd,"38A  Hillview Terrace,  Singapore 669263",,,,
POLYMER INTERNATIONAL PTE LTD,(65) 6749 3113,(65) 6749 3990,sales@polymer-international.com,www.polymer-international.com ,http://www.chemicalcluster.com.sg/company-detail/polymer-international-pte-ltd,"289 Kaki Bukit Avenue 1, Shun Li Industrial Park Singapore 416079",,,,
PHOENIX SOLAR PTE LTD,(65) 6511 9339,(65) 6511 9333,info@phoenixsolar.sg,www.phoenixsolar.sg,http://www.chemicalcluster.com.sg/company-detail/phoenix-solar-pte-ltd,"209 Syed Alwi Road,  Singapore 207742",,,,
PHOTOVOLTAIC TECHNOLOGY (S),(65) 6241 6673,None,None,None,http://www.chemicalcluster.com.sg/company-detail/photovoltaic-technology-s,"17 Senang Crescent,  Singapore 416590",,,,
PIAGET CHEMICALS & MANUFACTURING PTE LTD,(65) 6261 1380,(65) 6261 2480,None,www.piagetchem.com.sg,http://www.chemicalcluster.com.sg/company-detail/piaget-chemicals-ve-manufacturing-pte-ltd,"31 Tanjong Penjur Jurong,  Singapore 609027",,,,
PICKUP BELLOWS (S) PTE LTD,(65) 6261 5690,(65) 6261 2259,pickup@mbox4.singnet.com.sg,www.pickupbellows.com ,http://www.chemicalcluster.com.sg/company-detail/pickup-bellows-s-pte-ltd,"8 Fan Yoong Road ,  Singapore 629786",,,,
PIONEER TRAINING CENTRE PTE LTD,(65) 6316 3290 / 9833 8332 (Hotline),(65) 6316 3265,pioneertrg@singnet.com.sg,www.pioneertrainingcentre.com,http://www.chemicalcluster.com.sg/company-detail/pioneer-training-centre-pte-ltd,"1 Soon Lee Street, #03-49/50, Pioneer Centre Singapore 627605",,,,
PIPELINE PROCESS & SYSTEMS PTE LTD ,(65) 6316 4072,(65) 6316 4075,enquiry@pipeline.com.sg,www.pipeline.com.sg ,http://www.chemicalcluster.com.sg/company-detail/pipeline-process-ve-systems-pte-ltd,"10 Bukit Batok Crescent , #08-02 , The Spire Singapore 658079",,,,
PIPELINES SERVICES PTE LTD ,(65) 6262 6253,(65) 6265 6940,glen@pipelineservices.com.sg,www.pipelineservices.com.sg ,http://www.chemicalcluster.com.sg/company-detail/pipelines-services-pte-ltd,"2 Tanjong Penjuru Crescent,  Singapore 608968",,,,
PIPELINES SINGAPORE PTE LTD ,(65) 6897 8638,None,None,None,http://www.chemicalcluster.com.sg/company-detail/pipelines-singapore-pte-ltd,"3 Joo Koon Crescent,  Singapore 629008",,,,
PIPING & ENGINEERING PTE LTD,(65) 6749 2232,(65) 6749 7707,None,None,http://www.chemicalcluster.com.sg/company-detail/piping-ve-engineering-pte-ltd,"291 Kaki Bukit Avenue 1 , Shun Li Industrial Park Singapore 461080",,,,
PIRTEK ASIA PTE LTD ,(65) 6873 1878,(65) 6873 2681,enquiries@pirtekasia.com,None,http://www.chemicalcluster.com.sg/company-detail/pirtek-asia-pte-ltd,"89 Tuas Avenue 1,  Singapore 639520",,,,
PJI CONTRACT PTE LTD,(65) 6766 0900,(65) 6766 2322,chiali@pjicon.com.sg,www.pjicon.com.sg,http://www.chemicalcluster.com.sg/company-detail/pji-contract-pte-ltd,"29 Woodlands Industrial Park E2, Nordix,  Singapore 757461",,,,
PLANET ASIA PTE LTD,(65) 6795 4646,(65) 6872 5655,None,www.planasia.com,http://www.chemicalcluster.com.sg/company-detail/planet-asia-pte-ltd,"18 Boon Lay Way #07-108, Tradehub 21  Singapore 609966",,,,
PLANET CHEMICALS PTE LTD,(65) 6872 6291,(65) 6872 5655,info@planetchem.com,www.planetchem.com,http://www.chemicalcluster.com.sg/company-detail/planet-chemicals-pte-ltd,"5 Toh Guan Road East,  Singapore 608831",,,,
PLANT & MILL SUPPLIES PTE LTD,(65) 6542 4211,(65) 6542 1318,sales@pmsupplies.com,None,http://www.chemicalcluster.com.sg/company-detail/plant-ve-mill-supplies-pte-ltd,"4 Loyang Street , Loyang Industrial Estate Singapore 508839",,,,
PLANT ELECTRICAL INSTRUMENTATION PTE LTD,(65) 6863 2218,(65) 6863 4381,james.goh@pei.com.sg,www.pei.com.sg,http://www.chemicalcluster.com.sg/company-detail/plant-electrical-instrumentation-pte-ltd,"5 Bedok South Road,  Singapore 469270",,,,
PETRO PROGRESS PTE LTD,(65) 6226 6468,(65) 6226 6308,None,None,http://www.chemicalcluster.com.sg/company-detail/petro-progress-pte-ltd,"200 Cantonment Road , #06-08 , Southpoint Singapore 89763",,,,
PETROCHEM ASIA PTE LTD,(65) 6862 1228,(65) 6362 3258,singapore@petrocheme.com,www.petrocheme.com,http://www.chemicalcluster.com.sg/company-detail/petrochem-asia-pte-ltd,"33 Tuas Crescent,  Singapore 638732",,,,
PETROCHEMICAL CORPORATION OF SINGAPORE (PRIVATE) LIMITED,(65) 6867 2000,(65) 6867 9274,lincoln.lee@pcs-chem.com.sg,www.pcs.com.sg,http://www.chemicalcluster.com.sg/company-detail/petrochemical-corporation-of-singapore-private-limited,100 Ayer Merbau Road Singapore 628277, Petrochemicals Products.,None,None,Mr Lincoln Lee
PETROFAC TRAINING INSTITUTE PTE LTD,(65) 6880 2000,(65) 6896 7151,None,www.petrofactraining.com,http://www.chemicalcluster.com.sg/company-detail/petrofac-training-institute-pte-ltd,"81 Jurong Island Jurong,  Singapore 627837",,,,
PETROLEUM PARTS SUPPLY PTE LTD ,(65) 6445 2833,(65) 6448 9877,petroparts@pacific.net.sg,www.petroparts.com.sg ,http://www.chemicalcluster.com.sg/company-detail/petroleum-parts-supply-pte-ltd,"1 Kaki Bukit Avenue 3 , #10-03 , KB-1 Building Singapore 416087",,,,
PETROSERV ENGRG PTE LTD ,(65) 6546 8078,(65) 6546 8076,None,None,http://www.chemicalcluster.com.sg/company-detail/petroserv-engrg-pte-ltd,"Block 908 Loyang Offshore Supply Base ,  Singapore 508988",,,,
PETROSIN CORPORATION PTE LTD ,(65) 6334 7177,(65) 6334 7877,None,None,http://www.chemicalcluster.com.sg/company-detail/petrosin-corporation-pte-ltd,"7 Temasek Boulevard , #29-01, Suntec Tower One Singapore 38987",,,,
PFIZER ASIA PACIFIC PTE LTD ,(65) 6419 0100,(65) 6419 0011,None,None,http://www.chemicalcluster.com.sg/company-detail/pfizer-asia-pacific-pte-ltd,"31 Tuas South Avenue 6,  Singapore 637578",,,,
PFIZER PTE LTD ,(65) 6403 8888,(65) 6403 8868,None,None,http://www.chemicalcluster.com.sg/company-detail/pfizer-pte-ltd,"1 Science Park Road , #04-01 , The Capricorn Singapore 117528",,,,
PFM ENGINEERING PTE LTD ,(65) 6278 9700,(65) 6278 9671,pfmeng@pacific.net.sg,www.home.pacific.net.sg/~pfmeng/PFM.html ,http://www.chemicalcluster.com.sg/company-detail/pfm-engineering-pte-ltd,"51 Bukit Batok Crescent , #03-13,  Singapore 658077",,,,
PFP SINGAPORE PTE LTD ,(65) 6467 5866,(65) 6467 5766,csl@pfp.com.sg,www.pfp.com.sg,http://www.chemicalcluster.com.sg/company-detail/pfp-singapore-pte-ltd,"4 Pandan Avenue,  Singapore 609383",,,,
PHARMAFORTE SINGAPORE PTE LTD ,(65) 6452 8488,(65) 6452 7787,None,None,http://www.chemicalcluster.com.sg/company-detail/pharmaforte-singapore-pte-ltd,"6 Tagore Drive , #03-11, Tagore Building Singapore 787623",,,,
PHARMCHEM ENGINEERING PTE LTD,(65) 6789 9709,(65) 6789 8940,enquiry@pharmchem.com.sg,www.pharmchem.com.sg,http://www.chemicalcluster.com.sg/company-detail/pharmchem-engineering-pte-ltd,"Block 3018  Bedok North Street 5, #05-43 , Eastlink Singapore 486132",,,,
PHILIPS ELECTRONICS SINGAPORE PTE LTD (REMOTE CONTROL SYSTEMS) ,(65) 6350 2926,(65) 6254 1691,None,None,http://www.chemicalcluster.com.sg/company-detail/philips-electronics-singapore-pte-ltd-remote-control-systems,"620A  Lorong 1 Toa Payoh , Level 6 , TP3 Building Singapore 319762",,,,
PHOENIX OILFIELD PTE LTD ,(65) 6542 1215,(65) 6542 4585,sodhy@phoenixoilfield.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/phoenix-oilfield-pte-ltd,"1306 Sops Street, Loyang Crescent, Loyang Offshore Supply Base Singapore 508988",,,,
PENGUIN ENGINEERING & CONSTRUCTION PTE LTD,(65) 6566 6811,(65) 6567 1009,penguin.engrg@pacific.net.sg,www.penguinengineering.com/,http://www.chemicalcluster.com.sg/company-detail/penguin-engineering-ve-construction-pte-ltd,"Blk 153 Bukit Batok Street 11, #03-294,  Singapore 650153",,,,
PENGUIN WAX (S) PTE LTD,(65) 6265 8003,(65) 6265 8006,None,None,http://www.chemicalcluster.com.sg/company-detail/penguin-wax-s-pte-ltd,"11D Tuas Road,  Singapore 638510",,,,
PENTA-OCEAN CONSTRUCTION CO LTD ,(65) 6338 8966,(65) 6337 0987,None,None,http://www.chemicalcluster.com.sg/company-detail/penta-ocean-construction-co-ltd,"1 Kim Seng Promenade , #13-01/02 , Great World City East Tower Singapore 237994",,,,
PENTAIR WATER ,(65) 6795 2213,(65) 6795 1566,None,www.pentair.com ,http://www.chemicalcluster.com.sg/company-detail/pentair-water,"18 Boon Lay Way , #04-110/111 , TradeHub 21 Singapore 609966",,,,
PENTEC CONTROLS (S) PTE LTD,(65) 6742 9336,(65) 6742 9335,pentec@pentec.com.sg,www.pentec.com.sg ,http://www.chemicalcluster.com.sg/company-detail/pentec-controls-s-pte-ltd,"Block 1008  Eunos Avenue 7, #01-19,  Singapore 409579",,,,
PERFECT CHEMICAL TRADING PTE LTD,(65) 6861 4848,(65) 6861 1480,perfectchem@pacific.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/perfect-chemical-trading-pte-ltd,"20 Penjuru Lane, #05-05,  Singapore 609193",,,,
PERFECT FORM COMPOSITE TECHNOLOGY PTE LTD ,(65) 6898 2829,(65) 6862 8518,None,None,http://www.chemicalcluster.com.sg/company-detail/perfect-form-composite-technology-pte-ltd,"32 Tuas View Loop,  Singapore 637692",,,,
PERFORMANCE COATINGS INTERNATIONAL PTE LTD ,(65) 6899 9063,(65) 6268 3677,None,None,http://www.chemicalcluster.com.sg/company-detail/performance-coatings-international-pte-ltd,"63 Ubi Avenue 1 , #05-03 , Boustead House Singapore 408937",,,,
PERFORMANCE JANITORIAL SUPPLIES PTE LTD,(65) 6296 8886,(65) 6292 0065,None,None,http://www.chemicalcluster.com.sg/company-detail/performance-janitorial-supplies-pte-ltd,"7 Kallang Place , #05-08 , JTC Building Singapore 339153",,,,
PERI ASIA PTE LTD,(65) 6744 2989,(65) 6744 3693,pha@periasia.com,www.periasia.com,http://www.chemicalcluster.com.sg/company-detail/peri-asia-pte-ltd,"1 Sims Lane, #06-10,  Singapore 387355",,,,
PERKINELMER SINGAPORE PTE LTD ,(65) 6779 9565,(65) 6872 6595,sgsales@perkinelmer.com,www.perkinelmer.com ,http://www.chemicalcluster.com.sg/company-detail/perkinelmer-singapore-pte-ltd,"28 Ayer Rajah Crescent, #08-01,  Singapore 139959",,,,
PERSTORP SINGAPORE PTE LTD,(65) 6867 6393,(65) 6867 6204,None,www.perstorp.com,http://www.chemicalcluster.com.sg/company-detail/perstorp-singapore-pte-ltd,12 Sakra Road Jurong Island Singapore 627892,,,,
PESKO ENGINEERING PTE LTD,(65) 6264 8539,(65) 6261 1410,None,None,http://www.chemicalcluster.com.sg/company-detail/pesko-engineering-pte-ltd,"Block 7  Pioneer Road North, #01-49,  Singapore 628459",,,,
PETER CREMER (SINGAPORE) GMBH ,(65) 6221 1181,(65) 6224 0248,None,None,http://www.chemicalcluster.com.sg/company-detail/peter-cremer-singapore-gmbh,"19 Keppel Road,  Singapore 89058",,,,
PETRACARBON PTE LTD ,(65) 6271 0800,(65) 6273 3121,oilgas@petracarbon.com,None,http://www.chemicalcluster.com.sg/company-detail/petracarbon-pte-ltd,"1001 Jalan Bukit Merah , #04-01/06 , Redhill Industrial Estate Singapore 159455",,,,
PARKER DRILLING CO OF SINGAPORE LTD,(65) 6751 5050,(65) 6751 5060,None,None,http://www.chemicalcluster.com.sg/company-detail/parker-drilling-co-of-singapore-ltd,"152 Beach Road , #18-08 , Gateway East Singapore 189721",,,,
PARKER HANNIFIN SINGAPORE PTE LTD ,(65) 6887 6300,(65) 6265 5125,parkersg@parker.com,www.parker.com/ap ,http://www.chemicalcluster.com.sg/company-detail/parker-hannifin-singapore-pte-ltd,"11 Fourth Chin Bee Road,  Singapore 619702",,,,
PATENT ENGINEERING CO PTE LTD ,(65) 6273 2277,(65) 6273 2278,None,None,http://www.chemicalcluster.com.sg/company-detail/patent-engineering-co-pte-ltd,"1001 Jalan Bukit Merah, #05-11,  Singapore 159455",,,,
PATRICK HENG CONTRACTOR PTE LTD,(65) 6867 5080,(65) 6264 2237,patrick_heng_2000@yahoo.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/patrick-heng-contractor-pte-ltd,"370G  Alexandra Road , #04-06,  Singapore 159960",,,,
PATRINCO ENGINEERING PTE LTD,(65) 6256 6692,None,None,None,http://www.chemicalcluster.com.sg/company-detail/patrinco-engineering-pte-ltd,"Blk 1003 Toa Payoh Industrial Park, #04-1523,  Singapore 319075",,,,
PAYAN INTERNATIONAL PTE LTD,(65) 6777 3226,(65) 6777 0095,None,None,http://www.chemicalcluster.com.sg/company-detail/payan-international-pte-ltd,"241 Pandan Loop, #03-03 , Hup Seng Warehouse Building Singapore 128426",,,,
PB TANKERS LTD,(65) 6271 2830,(65) 9823 2376,None,None,http://www.chemicalcluster.com.sg/company-detail/pb-tankers-ltd,"200 Cantonment Road #15-01, Southpoint Singapore 89763",,,,
PBA (S) PTE LTD ,(65) 6552 7992,(65) 6552 6992,pbasing@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/pba-s-pte-ltd,"157 Sin Ming Road , #02-01 , Amtech Building Singapore 575624",,,,
PC MAINTENANCE SERVICES PTE LTD  ,(65) 9820 4798,(65) 6778 5275,peter@pc-maintenance.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/pc-maintenance-services-pte-ltd,"Block 703  West Coast Road , #12-393,  Singapore 120703",,,,
PDS INTERNATIONAL PTE LTD,(65) 6776 6200,None,None,None,http://www.chemicalcluster.com.sg/company-detail/pds-international-pte-ltd,"10 Pandan Crescent, #05-03/04,  Singapore 128466",,,,
PEACOCK PRECISION PTE LTD ,(65) 6841 3640,(65) 6841 3639,None,None,http://www.chemicalcluster.com.sg/company-detail/peacock-precision-pte-ltd,"10 Ubi Crescent, #06-92 , Ubi Techpark Singapore 408564",,,,
PEC LTD,(65) 6268 9788,(65) 6268 9488,info@peceng.com,www.peceng.com,http://www.chemicalcluster.com.sg/company-detail/pec-ltd,"21 Shipyard Road,  Singapore 628144",,,,
PECK SENG CRANE & TRANSPORT PTE LTD ,(65) 6565 0618,(65) 6567 7387,None,None,http://www.chemicalcluster.com.sg/company-detail/peck-seng-crane-ve-transport-pte-ltd,"67C  Tuas South Avenue 1,  Singapore 637582",,,,
PEK SUN ENGINEERING & TRADING PTE LTD ,(65) 6224 7172,(65) 6235 2733,None,None,http://www.chemicalcluster.com.sg/company-detail/pek-sun-engineering-ve-trading-pte-ltd,"1 Scotts Road , #19-09 , Shaw Centre Singapore 228208",,,,
PENG KOON HEAVY MACHINERY PTE LTD,(65) 6778 1661,(65) 6773 1661,None,None,http://www.chemicalcluster.com.sg/company-detail/peng-koon-heavy-machinery-pte-ltd,"8 Sungei Kadut Avenue,  Singapore 729645",,,,
PAN GREATWAYS ENGINEERING PTE LTD ,(65) 6266 7039,(65) 6268 8734,pangreatways@hotline.com,None,http://www.chemicalcluster.com.sg/company-detail/pan-greatways-engineering-pte-ltd,"20 Benoi Road,  Singapore 629891",,,,
PAN MARINE BLASTING ABRASIVES PTE LTD ,(65) 6862 4884,(65) 6861 1368,None,None,http://www.chemicalcluster.com.sg/company-detail/pan-marine-blasting-abrasives-pte-ltd,"32 Tuas Crescent,  Singapore 638721",,,,
PAN TERRA PTE LTD ,(65) 6862 3001,(65) 6862 1912,None,None,http://www.chemicalcluster.com.sg/company-detail/pan-terra-pte-ltd,"7 Tuas Avenue 2,  Singapore 639447",,,,
PAN THONG LEE PTE LTD ,(65) 6861 4950,None,None,None,http://www.chemicalcluster.com.sg/company-detail/pan-thong-lee-pte-ltd,"25 Tuas Avenue 13 , #01-11/12,  Singapore 638991",,,,
PAN UNITED INDUSTRIES PTE LTD (INTER TERMINAL SERVICES DIVISION) ,(65) 6585 4742,(65) 6861 7030,None,None,http://www.chemicalcluster.com.sg/company-detail/pan-united-industries-pte-ltd-inter-terminal-services-division,"9 Tampines Industrial Street 62,  Singapore 528815",,,,
